ping_id,unit_id,date_cst2,lat,long
12220480,737380792,8/24/16 4:48 AM,32.7056423,-103.1174969
12220486,737380792,8/24/16 4:49 AM,32.7056423,-103.1174969
12220518,737380792,8/24/16 4:50 AM,32.70578848,-103.1174861
12220550,737380792,8/24/16 4:53 AM,32.69670517,-103.1289499
12220571,737380792,8/24/16 4:56 AM,32.69388349,-103.1487835
12220674,737380792,8/24/16 4:59 AM,32.69688891,-103.1596303
12220752,737380792,8/24/16 5:02 AM,32.69709141,-103.183797
12220838,737380792,8/24/16 5:05 AM,32.69706325,-103.1838507
12220892,737380792,8/24/16 5:07 AM,32.69706325,-103.1838507
12220990,737380792,8/24/16 5:10 AM,32.69674407,-103.2102168
12221112,737380792,8/24/16 5:13 AM,32.69708337,-103.2670032
12221225,737380792,8/24/16 5:16 AM,32.69701631,-103.3217578
12221340,737380792,8/24/16 5:19 AM,32.69686074,-103.3762335
12221420,737380792,8/24/16 5:22 AM,32.67981396,-103.4178667
12221552,737380792,8/24/16 5:25 AM,32.65453548,-103.4736084
12221701,737380792,8/24/16 5:28 AM,32.63265,-103.5219914
12221854,737380792,8/24/16 5:31 AM,32.61284456,-103.5655438
12221989,737380792,8/24/16 5:34 AM,32.59134398,-103.6212868
12222126,737380792,8/24/16 5:37 AM,32.57193015,-103.6723226
12222267,737380792,8/24/16 5:40 AM,32.55588383,-103.7225831
12222411,737380792,8/24/16 5:43 AM,32.53319502,-103.7456112
12222640,737380792,8/24/16 5:46 AM,32.49411926,-103.7283807
12222849,737380792,8/24/16 5:49 AM,32.45297819,-103.7228943
12223082,737380792,8/24/16 5:52 AM,32.41670534,-103.7229144
12223278,737380792,8/24/16 5:55 AM,32.3754248,-103.7410139
12223506,737380792,8/24/16 5:58 AM,32.33399137,-103.7407189
12223699,737380792,8/24/16 6:01 AM,32.296364,-103.7407833
12223912,737380792,8/24/16 6:04 AM,32.25551395,-103.7408919
12224108,737380792,8/24/16 6:07 AM,32.25551395,-103.7408919
12224298,737380792,8/24/16 6:10 AM,32.21656425,-103.678375
12224479,737380792,8/24/16 6:13 AM,32.18088014,-103.6710083
12224683,737380792,8/24/16 6:16 AM,32.12996645,-103.6709278
12224732,737380792,8/24/16 6:17 AM,32.11609942,-103.6709332
12224967,737380792,8/24/16 6:20 AM,32.05877525,-103.6787223
12225083,737380792,8/24/16 6:22 AM,32.03782183,-103.6920301
12225329,737380792,8/24/16 6:25 AM,32.03508598,-103.6874194
12225674,737380792,8/24/16 6:29 AM,32.03508598,-103.6874194
12225956,737380792,8/24/16 6:32 AM,32.03517181,-103.6789919
12226156,737380792,8/24/16 6:34 AM,32.03517181,-103.6789919
12226357,737380792,8/24/16 6:36 AM,32.03517181,-103.6789919
12226674,737380792,8/24/16 6:39 AM,32.03517181,-103.6789919
12227016,737380792,8/24/16 6:42 AM,32.03517181,-103.6789919
12227385,737380792,8/24/16 6:45 AM,32.03517181,-103.6789919
12227497,737380792,8/24/16 6:46 AM,32.03517181,-103.6789919
12227811,737380792,8/24/16 6:49 AM,32.03517181,-103.6789919
12228182,737380792,8/24/16 6:52 AM,32.03517181,-103.6789919
12228579,737380792,8/24/16 6:55 AM,32.03517181,-103.6789919
12228988,737380792,8/24/16 6:58 AM,32.03517181,-103.6789919
12229383,737380792,8/24/16 7:01 AM,32.03517181,-103.6789919
12229626,737380792,8/24/16 7:02 AM,32.03517181,-103.6789919
12229950,737380792,8/24/16 7:05 AM,32.03517181,-103.6789919
12230342,737380792,8/24/16 7:08 AM,32.03517181,-103.6789919
12230532,737380792,8/24/16 7:10 AM,32.03517181,-103.6789919
12230771,737380792,8/24/16 7:12 AM,32.03517181,-103.6789919
12231048,737380792,8/24/16 7:15 AM,32.03517181,-103.6789919
12231214,737380792,8/24/16 7:17 AM,32.03517181,-103.6789919
12231452,737380792,8/24/16 7:19 AM,32.03517181,-103.6789919
12231556,737380792,8/24/16 7:20 AM,32.03517181,-103.6789919
12231867,737380792,8/24/16 7:23 AM,32.03517181,-103.6789919
12232166,737380792,8/24/16 7:26 AM,32.03517181,-103.6789919
12232334,737380792,8/24/16 7:27 AM,32.03517181,-103.6789919
12232563,737380792,8/24/16 7:29 AM,32.03517181,-103.6789919
12232867,737380792,8/24/16 7:32 AM,32.03517181,-103.6789919
12232903,737380792,8/24/16 7:33 AM,32.03517181,-103.6789919
12233225,737380792,8/24/16 7:36 AM,32.03517181,-103.6789919
12233501,737380792,8/24/16 7:39 AM,32.03517181,-103.6789919
12233809,737380792,8/24/16 7:42 AM,32.03517181,-103.6789919
12233944,737380792,8/24/16 7:43 AM,32.03517181,-103.6789919
